,time,latitude,longitude,depth,mag,id,updated,place,type,horizontalError,depthError,magError,state
691,2021-01-17T01:31:39.960Z,34.0908333,-116.84933329999998,1.78,1.59,ci39759320,2021-01-17T01:42:24.820Z,"18km SSE of Big Bear Lake, CA",earthquake,0.22,0.36,0.109, CA
692,2021-01-17T01:44:01.300Z,38.8338318,-122.8121643,1.92,0.56,nc73512230,2021-01-17T01:53:03.622Z,"8km W of Cobb, CA",earthquake,0.53,1.29,, CA
693,2021-01-17T01:51:43.220Z,40.6091652,-121.6633301,1.8,2.91,nc73512235,2021-01-17T01:56:08.645Z,"10km N of Viola, CA",earthquake,0.48,4.03,0.11, CA
694,2021-01-17T01:59:14.400Z,40.6208344,-121.6569977,1.32,2.25,nc73512245,2021-01-17T02:04:09.698Z,"12km N of Viola, CA",earthquake,0.99,3.36,0.14, CA
695,2021-01-17T02:01:15.800Z,33.187,-115.5943333,2.09,1.64,ci39759336,2021-01-17T02:05:04.388Z,"9km SW of Niland, CA",earthquake,0.37,0.4,0.208, CA
696,2021-01-17T02:48:30.920Z,33.187,-115.59933329999998,1.13,1.77,ci39759368,2021-01-17T02:52:42.099Z,"10km SW of Niland, CA",earthquake,0.42,31.61,0.193, CA
697,2021-01-17T02:49:08.800Z,36.18683239999999,-118.0950012,0.14,4.0,ci39759376,2021-01-17T02:54:51.485Z,"13km SW of Olancha, CA",earthquake,0.24,0.68,, CA
701,2021-01-17T02:53:12.640Z,36.1885,-118.09,0.31,2.44,ci39759384,2021-01-17T02:57:03.129Z,"13km SW of Olancha, CA",earthquake,0.33,1.09,0.184, CA
702,2021-01-17T02:57:52.100Z,36.1851667,-118.09166670000002,0.02,2.42,ci39759392,2021-01-17T03:08:47.930Z,"13km SW of Olancha, CA",earthquake,0.3,1.0,0.225, CA
703,2021-01-17T02:59:53.420Z,33.3628333,-116.92516670000002,4.57,1.84,ci39759400,2021-01-17T03:10:55.800Z,"6km W of Palomar Observatory, CA",earthquake,0.21,0.68,0.117, CA
704,2021-01-17T03:02:06.990Z,36.1948333,-118.0943333,2.7,1.78,ci39759408,2021-01-17T03:12:59.500Z,"12km SW of Olancha, CA",earthquake,0.4,2.14,0.251, CA
705,2021-01-17T03:10:59.360Z,36.19300000000001,-118.0956667,2.18,1.42,ci39759424,2021-01-17T03:14:41.351Z,"13km SW of Olancha, CA",earthquake,0.39,1.85,0.21600000000000005, CA
707,2021-01-17T03:14:49.460Z,36.18683239999999,-118.0970001,-1.39,3.79,ci39759432,2021-01-17T03:26:27.321Z,"13km SW of Olancha, CA",earthquake,0.23,0.62,, CA
708,2021-01-17T03:23:15.020Z,36.1958333,-118.08816670000002,-0.26,1.9,ci39759440,2021-01-17T03:27:06.150Z,"12km SW of Olancha, CA",earthquake,0.37,31.61,0.252, CA
709,2021-01-17T03:27:43.140Z,36.192,-118.0995,2.35,1.21,ci39759448,2021-01-17T03:31:27.180Z,"13km SW of Olancha, CA",earthquake,0.51,1.96,0.162, CA
710,2021-01-17T03:27:43.250Z,36.18983460000001,-118.0970001,3.0,1.24,ci39759448,2021-01-17T03:29:47.992Z,"13km SW of Olancha, CA",earthquake,0.67,2.63,0.275, CA
711,2021-01-17T03:30:32.430Z,36.190834,-118.0910034,0.49,3.24,ci39759456,2021-01-17T03:42:13.040Z,"13km SW of Olancha, CA",earthquake,0.22,0.58,0.255, CA
712,2021-01-17T03:31:46.560Z,36.192,-118.0871667,0.01,2.43,ci39759472,2021-01-17T03:42:19.360Z,"12km SW of Olancha, CA",earthquake,0.37,1.26,0.185, CA
713,2021-01-17T03:36:47.320Z,36.192,-118.0956667,-0.26,1.75,ci39759480,2021-01-17T03:40:35.236Z,"13km SW of Olancha, CA",earthquake,0.29,31.61,0.195, CA
714,2021-01-17T03:37:56.760Z,36.1971667,-118.0921667,6.57,1.21,ci39759488,2021-01-17T03:41:36.241Z,"12km SW of Olancha, CA",earthquake,0.51,31.61,0.2, CA
716,2021-01-17T03:40:04.400Z,36.1926667,-118.099,0.46,1.11,ci39759496,2021-01-17T03:43:38.111Z,"13km SW of Olancha, CA",earthquake,0.54,2.43,0.188, CA
717,2021-01-17T03:42:29.900Z,36.2001667,-118.0863333,-0.33,1.17,ci39759504,2021-01-17T03:46:27.271Z,"12km SW of Olancha, CA",earthquake,0.46,31.61,0.225, CA
718,2021-01-17T03:42:30.040Z,36.1969986,-118.0953369,-1.4,1.47,ci39759504,2021-01-17T03:44:41.261Z,"12km SW of Olancha, CA",earthquake,0.48,1.16,0.253, CA
721,2021-01-17T03:58:38.750Z,36.2011667,-118.0926667,-0.26,1.24,ci39759512,2021-01-17T04:02:32.004Z,"12km SW of Olancha, CA",earthquake,0.58,31.61,0.173, CA
722,2021-01-17T04:01:27.120Z,36.8681679,-121.6113358,7.85,4.15,nc73512355,2021-01-17T04:14:14.040Z,"4km SE of Aromas, CA",earthquake,0.19,0.48,, CA
723,2021-01-17T04:03:24.030Z,33.8035,-116.02433329999998,10.51,1.89,ci39759520,2021-01-17T04:07:20.410Z,"20km NE of Coachella, CA",earthquake,8.75,31.61,0.16899999999999998, CA
724,2021-01-17T04:04:36.330Z,36.8793335,-121.6188354,6.99,2.09,nc73512360,2021-01-17T04:06:13.726Z,"2km ESE of Aromas, CA",earthquake,0.28,0.62,0.21, CA
725,2021-01-17T04:06:03.970Z,36.8658333,-121.6080017,7.1,2.99,nc73512365,2021-01-17T04:11:12.878Z,"4km SE of Aromas, CA",earthquake,0.2,0.52,0.15, CA
726,2021-01-17T04:09:01.230Z,38.7915001,-122.7383347,1.25,1.11,nc73512370,2021-01-17T04:10:38.054Z,"2km NE of The Geysers, CA",earthquake,0.23,0.36,0.28, CA
727,2021-01-17T04:14:10.850Z,36.8653336,-121.6048355,8.12,2.02,nc73512375,2021-01-17T04:27:05.662Z,"4km SE of Aromas, CA",earthquake,0.31,0.68,0.16, CA
729,2021-01-17T04:17:14.020Z,36.8831673,-121.6259995,7.23,1.62,nc73512380,2021-01-17T04:18:52.399Z,"2km ESE of Aromas, CA",earthquake,0.37,0.7,0.19, CA
734,2021-01-17T04:21:07.830Z,33.9465,-116.9273333,14.41,1.03,ci39759552,2021-01-17T04:24:57.306Z,"5km ENE of Beaumont, CA",earthquake,0.99,1.94,0.262, CA
736,2021-01-17T04:22:56.050Z,36.8643341,-121.6026688,6.77,1.44,nc73512385,2021-01-17T04:24:32.782Z,"4km SE of Aromas, CA",earthquake,0.39,0.78,0.21, CA
737,2021-01-17T04:26:38.420Z,36.1911659,-118.0983353,-1.39,1.26,ci39759568,2021-01-17T04:28:43.373Z,"13km SW of Olancha, CA",earthquake,0.79,1.7,0.207, CA
738,2021-01-17T04:26:38.570Z,36.187,-118.0996667,-0.67,1.13,ci39759568,2021-01-17T04:30:17.704Z,"14km SW of Olancha, CA",earthquake,0.34,31.61,0.151, CA
740,2021-01-17T04:37:20.060Z,36.1891667,-118.10316670000002,-0.33,1.03,ci39759576,2021-01-17T04:41:21.189Z,"14km SW of Olancha, CA",earthquake,0.6,31.61,0.079, CA
744,2021-01-17T05:22:25.000Z,36.1941667,-118.096,-0.26,1.54,ci39759600,2021-01-17T05:26:06.729Z,"13km SW of Olancha, CA",earthquake,0.39,31.61,0.208, CA
746,2021-01-17T05:31:52.220Z,35.4221667,-118.227,0.27,1.56,ci39759608,2021-01-17T05:35:41.636Z,"30km SE of Bodfish, CA",earthquake,0.27,31.61,0.196, CA
748,2021-01-17T05:37:23.610Z,34.3276667,-118.4626667,9.67,1.28,ci39759616,2021-01-17T05:41:14.216Z,"3km NNW of Sylmar, CA",earthquake,0.45,0.82,0.16699999999999998, CA
749,2021-01-17T05:43:25.870Z,35.8098333,-117.6341667,6.86,0.53,ci39759624,2021-01-17T05:47:06.714Z,"21km WNW of Searles Valley, CA",earthquake,0.73,0.95,0.114, CA
750,2021-01-17T05:44:43.940Z,34.0893333,-116.851,1.41,0.69,ci39759632,2021-01-17T05:48:21.718Z,"18km SSE of Big Bear Lake, CA",earthquake,0.28,0.37,0.142, CA
753,2021-01-17T05:51:44.210Z,34.443000000000005,-119.2946667,5.77,1.57,ci39759640,2021-01-17T05:55:23.795Z,"5km W of Ojai, CA",earthquake,0.54,1.21,0.16399999999999998, CA
755,2021-01-17T05:57:35.740Z,38.8168335,-122.8266678,1.77,0.56,nc73512425,2021-01-17T05:59:12.671Z,"8km NW of The Geysers, CA",earthquake,0.46,1.29,, CA
756,2021-01-17T05:58:39.030Z,35.8873333,-117.6881667,9.42,0.19,ci39759648,2021-01-17T06:03:10.480Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.87,0.065, CA
759,2021-01-17T06:03:25.190Z,38.7524986,-122.7220001,0.6,0.7,nc73512435,2021-01-17T06:05:03.249Z,"4km SW of Anderson Springs, CA",earthquake,0.3,0.45,0.14, CA
764,2021-01-17T06:25:17.340Z,40.4161682,-125.2608337,4.33,4.36,nc73512440,2021-01-17T06:29:55.779Z,"83km W of Petrolia, CA",earthquake,5.41,18.55,0.422, CA
765,2021-01-17T06:32:03.130Z,33.587166700000004,-116.8096667,6.17,0.27,ci39759656,2021-01-17T06:35:46.033Z,"13km WNW of Anza, CA",earthquake,0.58,0.37,0.225, CA
767,2021-01-17T07:06:01.580Z,36.2005,-118.08433329999998,2.86,1.31,ci39759664,2021-01-17T07:09:46.287Z,"12km SW of Olancha, CA",earthquake,0.54,2.48,0.177, CA
768,2021-01-17T07:28:09.210Z,32.7968333,-115.4568333,7.96,1.6,ci39759672,2021-01-17T07:31:59.391Z,"7km WSW of Holtville, CA",earthquake,0.44,0.55,0.183, CA
769,2021-01-17T07:29:16.980Z,35.675,-117.4633333,11.24,0.91,ci39759680,2021-01-17T07:32:47.624Z,"12km SSW of Searles Valley, CA",earthquake,0.62,0.8,0.21600000000000005, CA
770,2021-01-17T07:34:01.180Z,38.7630005,-122.7164993,1.66,0.94,nc73512450,2021-01-17T07:43:05.724Z,"2km WSW of Anderson Springs, CA",earthquake,0.4,0.31,0.18, CA
772,2021-01-17T07:38:14.980Z,33.5956667,-116.8055,7.02,0.48,ci39759688,2021-01-17T07:41:54.443Z,"13km WNW of Anza, CA",earthquake,0.37,0.67,0.135, CA
773,2021-01-17T07:40:26.660Z,33.2868333,-115.6655,1.12,1.28,ci39759696,2021-01-17T07:44:11.048Z,"9km SE of Bombay Beach, CA",earthquake,0.79,31.61,0.17, CA
779,2021-01-17T08:25:39.950Z,32.7488333,-115.388,13.01,1.39,ci39759720,2021-01-17T08:29:29.792Z,"7km S of Holtville, CA",earthquake,0.64,0.86,0.16399999999999998, CA
787,2021-01-17T08:43:08.530Z,33.2786667,-116.00166670000002,1.78,1.1,ci39759728,2021-01-17T08:46:52.908Z,"5km WSW of Salton City, CA",earthquake,0.34,1.02,0.092, CA
788,2021-01-17T08:43:08.730Z,33.2758331,-115.995163,4.19,1.18,ci39759728,2021-01-17T08:45:14.085Z,"4km SW of Salton City, CA",earthquake,0.44,1.79,0.46, CA
789,2021-01-17T08:48:56.840Z,36.1915,-118.08983329999998,2.52,1.02,ci39759736,2021-01-17T08:52:39.954Z,"13km SW of Olancha, CA",earthquake,0.6,2.77,0.256, CA
790,2021-01-17T09:02:50.230Z,36.1901667,-118.0906667,-0.26,1.66,ci39759744,2021-01-17T09:06:36.026Z,"13km SW of Olancha, CA",earthquake,0.29,31.61,0.17800000000000002, CA
791,2021-01-17T09:07:44.010Z,36.1986667,-118.08866670000002,4.3,1.54,ci39759752,2021-01-17T09:11:42.058Z,"12km SW of Olancha, CA",earthquake,0.38,3.19,0.201, CA
795,2021-01-17T09:27:28.350Z,36.19,-118.0985,-0.26,1.35,ci39759760,2021-01-17T09:31:21.179Z,"13km SW of Olancha, CA",earthquake,0.4,31.61,0.163, CA
796,2021-01-17T09:27:28.440Z,36.1915016,-118.100502,1.13,1.67,ci39759760,2021-01-17T09:29:46.169Z,"13km SW of Olancha, CA",earthquake,0.36,1.65,0.244, CA
797,2021-01-17T09:28:15.340Z,32.9643333,-116.2518333,9.5,1.02,ci39759768,2021-01-17T09:32:00.823Z,"23km SSW of Ocotillo Wells, CA",earthquake,0.32,0.85,0.117, CA
798,2021-01-17T09:29:53.920Z,34.2391667,-117.4545,10.58,1.25,ci39759776,2021-01-17T09:33:41.193Z,"5km ESE of Lytle Creek, CA",earthquake,0.28,0.55,0.16899999999999998, CA
803,2021-01-17T09:51:49.650Z,38.8133316,-122.8078308,1.82,0.52,nc73512495,2021-01-17T09:53:24.762Z,"6km NW of The Geysers, CA",earthquake,0.28,0.8,0.28, CA
814,2021-01-17T10:23:29.720Z,33.931,-116.7465,15.23,0.67,ci39759784,2021-01-17T10:27:09.529Z,"4km ENE of Cabazon, CA",earthquake,0.39,0.83,0.175, CA
816,2021-01-17T10:35:21.890Z,38.7976685,-122.7483368,1.83,0.89,nc73512510,2021-01-17T10:36:59.012Z,"2km NNE of The Geysers, CA",earthquake,0.54,0.8,, CA
817,2021-01-17T10:51:53.070Z,38.7784996,-122.7273331,1.5,1.08,nc73512515,2021-01-17T10:53:29.886Z,"2km E of The Geysers, CA",earthquake,0.26,0.53,0.12, CA
818,2021-01-17T10:58:01.040Z,35.6638333,-117.49066670000002,4.71,2.06,ci39759800,2021-01-17T11:09:01.540Z,"14km SW of Searles Valley, CA",earthquake,0.29,0.81,0.106, CA
819,2021-01-17T11:00:31.530Z,33.9536667,-116.801,0.08,0.5,ci39759808,2021-01-17T11:04:25.802Z,"4km NNW of Cabazon, CA",earthquake,0.82,31.61,0.14800000000000002, CA
820,2021-01-17T11:12:28.260Z,36.8601685,-121.6044998,6.81,1.42,nc73512525,2021-01-17T11:14:04.453Z,"5km SE of Aromas, CA",earthquake,0.44,0.86,0.2, CA
821,2021-01-17T11:16:25.870Z,38.7784996,-122.7458344,-0.08,1.67,nc73512530,2021-01-17T11:28:05.004Z,"1km E of The Geysers, CA",earthquake,0.2,0.34,0.24, CA
822,2021-01-17T11:17:45.280Z,33.5746667,-116.6351667,14.25,0.72,ci39759816,2021-01-17T11:21:27.918Z,"4km ENE of Anza, CA",earthquake,0.23,0.37,0.138, CA
829,2021-01-17T11:52:30.660Z,36.1968333,-118.093,2.76,1.36,ci39759840,2021-01-17T11:56:07.270Z,"12km SW of Olancha, CA",earthquake,0.34,1.95,0.153, CA
834,2021-01-17T12:21:28.570Z,35.8695,-117.701,8.22,0.86,ci39759848,2021-01-17T12:25:14.666Z,"20km ESE of Little Lake, CA",earthquake,0.26,0.65,0.207, CA
839,2021-01-17T12:32:35.600Z,38.8330002,-122.8183365,1.27,0.56,nc73512555,2021-01-17T12:43:06.473Z,"8km NW of The Geysers, CA",earthquake,0.28,0.8,, CA
841,2021-01-17T13:07:38.500Z,32.7486667,-115.825,4.41,1.29,ci39759864,2021-01-17T13:11:09.954Z,"16km E of Ocotillo, CA",earthquake,0.4,1.62,0.206, CA
844,2021-01-17T13:23:45.320Z,38.8271675,-122.8134995,2.1,0.7,nc73512570,2021-01-17T13:25:24.854Z,"7km NW of The Geysers, CA",earthquake,0.2,0.54,0.14, CA
845,2021-01-17T13:28:21.890Z,34.52650070000001,-118.91449740000002,1.16,1.87,ci39759872,2021-01-17T13:30:51.076Z,"14km N of Fillmore, CA",earthquake,0.71,1.11,0.14300000000000002, CA
846,2021-01-17T13:28:22.590Z,34.563,-118.8915,0.52,1.57,ci39759872,2021-01-17T13:32:08.084Z,"18km N of Fillmore, CA",earthquake,0.57,1.0,0.166, CA
849,2021-01-17T13:33:14.290Z,35.9911652,-120.8939972,7.57,2.1,nc73512575,2021-01-17T13:38:05.804Z,"3km SSE of San Ardo, CA",earthquake,0.44,0.6,0.21, CA
850,2021-01-17T13:34:16.980Z,35.668,-117.5516667,8.6,1.3,ci39759904,2021-01-17T13:38:03.152Z,"12km ENE of Ridgecrest, CA",earthquake,0.38,1.3,0.123, CA
851,2021-01-17T13:34:45.520Z,35.9968338,-120.8871689,7.1,1.38,nc73512580,2021-01-17T13:44:05.836Z,"3km SSE of San Ardo, CA",earthquake,2.29,0.69,0.16, CA
856,2021-01-17T14:00:03.000Z,32.893,-115.7758333,8.55,1.64,ci39759920,2021-01-17T14:10:40.910Z,"20km WNW of Imperial, CA",earthquake,0.33,0.8,0.193, CA
858,2021-01-17T14:09:55.690Z,38.8235016,-122.8619995,2.81,0.15,nc73512590,2021-01-17T14:11:35.200Z,"10km WNW of The Geysers, CA",earthquake,0.26,0.56,0.09, CA
861,2021-01-17T14:45:46.480Z,35.66133329999999,-117.4775,3.91,0.79,ci39759928,2021-01-17T14:49:12.687Z,"14km SSW of Searles Valley, CA",earthquake,0.54,0.98,0.16399999999999998, CA
863,2021-01-17T15:17:52.300Z,38.8328323,-122.7993317,1.25,0.88,nc73512610,2021-01-17T15:27:07.417Z,"7km W of Cobb, CA",earthquake,0.31,0.84,, CA
867,2021-01-17T15:34:29.790Z,33.8035,-117.646,6.79,1.52,ci39759944,2021-01-17T15:45:06.490Z,"10km SW of Corona, CA",earthquake,0.23,0.54,0.153, CA
868,2021-01-17T15:37:34.160Z,33.9751667,-116.8376667,16.13,1.06,ci39759952,2021-01-17T15:41:20.084Z,"7km NNE of Banning, CA",earthquake,0.39,1.08,0.16699999999999998, CA
869,2021-01-17T15:38:23.870Z,33.9728333,-116.8541667,21.18,1.17,ci39759960,2021-01-17T15:42:05.087Z,"6km NNE of Banning, CA",earthquake,0.44,0.89,0.145, CA
872,2021-01-17T15:43:26.880Z,33.970665000000004,-117.5074997,18.79,1.23,ci39759968,2021-01-17T15:45:45.138Z,"3km SSE of Mira Loma, CA",earthquake,1.18,1.57,0.5429999999999999, CA
873,2021-01-17T15:43:27.040Z,33.9876667,-117.51,18.57,1.39,ci39759968,2021-01-17T15:47:20.968Z,"1km SE of Mira Loma, CA",earthquake,1.38,1.59,0.219, CA
874,2021-01-17T15:45:52.780Z,38.833168,-122.8176651,2.01,0.56,nc73512615,2021-01-17T15:55:07.559Z,"8km NW of The Geysers, CA",earthquake,0.32,0.91,, CA
880,2021-01-17T16:08:28.740Z,33.0473333,-115.5795,4.4,1.19,ci39759976,2021-01-17T16:12:02.051Z,"4km ENE of Westmorland, CA",earthquake,0.46,0.54,0.14, CA
882,2021-01-17T16:13:37.920Z,38.8149986,-122.8271637,1.57,0.56,nc73512625,2021-01-17T16:15:14.874Z,"7km NW of The Geysers, CA",earthquake,0.41,0.97,, CA
886,2021-01-17T16:59:48.710Z,33.034,-116.4285,7.12,1.0,ci39760000,2021-01-17T17:03:33.696Z,"17km ESE of Julian, CA",earthquake,0.37,2.42,0.21, CA
888,2021-01-17T17:15:00.150Z,33.650833299999995,-116.7005,13.22,0.62,ci39760008,2021-01-17T17:18:41.759Z,"10km S of Idyllwild, CA",earthquake,0.29,0.52,0.211, CA
896,2021-01-17T18:04:35.860Z,33.468,-116.79416670000002,11.01,0.72,ci39760024,2021-01-17T18:08:23.791Z,"7km ENE of Aguanga, CA",earthquake,1.01,3.32,0.218, CA
897,2021-01-17T18:11:14.190Z,33.5998333,-116.796,5.25,0.48,ci39760032,2021-01-17T18:14:57.702Z,"12km WNW of Anza, CA",earthquake,0.53,0.75,0.222, CA
905,2021-01-17T18:58:29.680Z,38.8273315,-122.814003,2.16,0.7,nc73512640,2021-01-17T19:08:05.656Z,"8km NW of The Geysers, CA",earthquake,0.24,0.52,0.18, CA
910,2021-01-17T19:39:48.980Z,34.104,-116.6161667,1.49,1.04,ci39760048,2021-01-17T19:43:26.646Z,"7km NNW of Morongo Valley, CA",earthquake,0.47,0.81,0.129, CA
921,2021-01-17T20:41:11.360Z,32.7885,-115.45716670000002,8.33,1.99,ci39760072,2021-01-17T20:45:05.033Z,"8km WSW of Holtville, CA",earthquake,0.48,1.17,0.161, CA
923,2021-01-17T20:51:13.340Z,32.7443333,-115.8153333,8.56,1.22,ci39760080,2021-01-17T20:54:53.098Z,"17km E of Ocotillo, CA",earthquake,0.38,2.17,0.297, CA
925,2021-01-17T21:14:55.210Z,38.8196678,-122.7641678,1.58,0.54,nc73512675,2021-01-17T21:16:30.081Z,"4km W of Cobb, CA",earthquake,0.44,0.61,0.03, CA
927,2021-01-17T21:18:57.030Z,38.7896652,-122.7614975,0.44,1.01,nc73512680,2021-01-17T21:20:34.948Z,"1km NNW of The Geysers, CA",earthquake,0.26,0.49,0.23, CA
928,2021-01-17T21:19:48.060Z,38.788166,-122.7681656,2.19,0.78,nc73512685,2021-01-17T21:21:24.876Z,"2km NW of The Geysers, CA",earthquake,0.29,0.57,0.1, CA
930,2021-01-17T21:37:52.650Z,39.5553322,-123.3336639,8.57,1.68,nc73512695,2021-01-17T21:48:05.750Z,"13km NNE of Brooktrails, CA",earthquake,0.33,0.92,0.2, CA
935,2021-01-17T22:19:39.720Z,33.223833299999995,-116.735,10.22,0.79,ci39760120,2021-01-17T22:23:26.663Z,"3km SE of Lake Henshaw, CA",earthquake,0.34,0.6,0.133, CA
937,2021-01-17T22:53:09.600Z,36.0065,-117.3625,2.34,1.19,ci39760144,2021-01-17T22:56:47.036Z,"27km N of Searles Valley, CA",earthquake,0.46,0.63,0.222, CA
938,2021-01-17T22:53:47.540Z,38.8354988,-122.7570038,0.73,0.4,nc73512705,2021-01-17T22:55:24.923Z,"3km WNW of Cobb, CA",earthquake,0.48,0.58,0.17, CA
943,2021-01-17T22:57:11.200Z,38.8354988,-122.7578354,0.52,0.89,nc73512710,2021-01-17T23:11:06.318Z,"3km WNW of Cobb, CA",earthquake,0.38,0.62,0.21, CA
955,2021-01-17T23:08:16.490Z,38.833168,-122.8160019,1.56,0.9,nc73512715,2021-01-17T23:09:55.643Z,"8km NW of The Geysers, CA",earthquake,0.18,0.32,0.11, CA
959,2021-01-17T23:10:17.200Z,38.8353348,-122.8183365,0.9,0.56,nc73512720,2021-01-17T23:11:54.839Z,"8km W of Cobb, CA",earthquake,0.34,0.97,, CA
960,2021-01-17T23:10:31.160Z,38.8338318,-122.7561646,0.25,1.96,nc73512725,2021-01-17T23:12:09.945Z,"3km WNW of Cobb, CA",earthquake,0.19,0.41,0.09, CA
961,2021-01-17T23:12:37.660Z,38.82433320000001,-122.7805023,1.74,0.85,nc73512730,2021-01-17T23:14:15.185Z,"5km W of Cobb, CA",earthquake,0.21,0.38,0.14, CA
964,2021-01-17T23:17:05.760Z,33.0446667,-116.0206667,2.54,1.53,ci39760152,2021-01-17T23:20:51.044Z,"15km SE of Ocotillo Wells, CA",earthquake,0.28,0.77,0.201, CA
984,2021-01-17T23:41:58.620Z,36.02349849999999,-120.5876694,0.35,0.53,nc73512735,2021-01-17T23:51:06.532Z,"20km NW of Parkfield, CA",earthquake,0.46,1.95,0.17, CA
995,2021-01-18T00:09:24.570Z,39.0175018,-123.0800018,-0.65,2.44,nc73512740,2021-01-18T00:30:15.779Z,"14km W of Lakeport, CA",earthquake,0.47,3.59,0.13, CA
997,2021-01-18T00:25:15.370Z,39.020668,-123.0661697,10.02,1.87,nc73512745,2021-01-18T00:37:06.837Z,"13km W of Lakeport, CA",earthquake,0.48,3.42,0.22, CA
998,2021-01-18T00:27:29.620Z,35.0335,-117.6666667,0.28,1.28,ci39760168,2021-01-18T00:31:32.125Z,"4km NNW of Boron, CA",quarry blast,0.68,31.61,0.09, CA
1003,2021-01-18T00:49:07.890Z,38.78900150000001,-122.7323303,2.02,0.15,nc73512750,2021-01-18T00:50:45.403Z,"2km ENE of The Geysers, CA",earthquake,0.4,1.02,0.07, CA
1007,2021-01-18T00:52:38.500Z,33.5985,-116.8075,6.56,0.31,ci39760200,2021-01-18T00:58:49.994Z,"13km WNW of Anza, CA",earthquake,0.41,0.5,0.23, CA
1010,2021-01-18T00:59:12.160Z,38.840332,-122.8766632,2.46,0.34,nc73512755,2021-01-18T01:09:07.078Z,"13km NW of The Geysers, CA",earthquake,0.32,0.57,0.25, CA
1012,2021-01-18T01:01:00.890Z,35.9843333,-117.4693333,2.19,0.56,ci39760216,2021-01-18T01:04:31.441Z,"25km NNW of Searles Valley, CA",earthquake,0.47,0.35,0.118, CA
1013,2021-01-18T01:04:00.910Z,33.9655,-117.2575,19.03,0.89,ci39760224,2021-01-18T01:07:50.012Z,"5km NNW of Moreno Valley, CA",earthquake,1.2,0.9,0.168, CA
1017,2021-01-18T01:12:47.910Z,39.0213318,-123.08116909999998,-0.16,2.91,nc73512770,2021-01-18T01:36:05.731Z,"14km W of Lakeport, CA",earthquake,0.56,4.63,0.14, CA
1025,2021-01-18T02:08:44.490Z,33.4841667,-116.4725,13.02,1.11,ci39760264,2021-01-18T02:19:08.210Z,"20km ESE of Anza, CA",earthquake,0.27,0.49,0.118, CA
1028,2021-01-18T02:18:11.400Z,33.9391667,-117.3023333,5.02,0.57,ci39760272,2021-01-18T02:21:57.348Z,"6km NW of March Air Reserve Base, CA",earthquake,1.13,2.14,0.18, CA
1029,2021-01-18T02:32:18.980Z,35.90833329999999,-117.679,9.46,0.64,ci39760280,2021-01-18T02:35:53.644Z,"21km E of Little Lake, CA",earthquake,0.19,0.5,0.187, CA
1030,2021-01-18T02:43:57.850Z,40.5961685,-121.8178329,3.42,1.78,nc73512780,2021-01-18T02:45:35.432Z,"13km NNE of Shingletown, CA",earthquake,1.02,4.32,0.13, CA
1032,2021-01-18T02:50:29.200Z,36.1275,-117.9158333,3.26,1.57,ci39760288,2021-01-18T03:01:18.970Z,"10km NNE of Coso Junction, CA",earthquake,0.29,0.72,0.192, CA
1033,2021-01-18T02:54:46.550Z,35.7703333,-117.618,1.28,1.56,ci39760304,2021-01-18T02:58:38.749Z,"17km NNE of Ridgecrest, CA",earthquake,0.27,0.41,0.101, CA
1036,2021-01-18T03:08:57.390Z,38.83499910000001,-122.7850037,1.9,1.31,nc73512785,2021-01-18T03:10:35.886Z,"6km WNW of Cobb, CA",earthquake,0.6,1.06,0.01, CA
1042,2021-01-18T04:25:53.290Z,33.9838333,-116.8045,17.51,0.88,ci39760328,2021-01-18T04:29:30.928Z,"8km NNW of Cabazon, CA",earthquake,0.26,0.71,0.147, CA
1043,2021-01-18T04:32:44.710Z,35.6956673,-120.9941635,7.12,1.81,nc73512795,2021-01-18T05:19:06.461Z,"11km WSW of Lake Nacimiento, CA",earthquake,0.81,3.59,0.25, CA
1044,2021-01-18T04:43:45.290Z,34.0526667,-116.639,12.09,1.68,ci39760344,2021-01-18T04:47:37.815Z,"5km W of Morongo Valley, CA",earthquake,0.24,0.58,0.131, CA
1049,2021-01-18T05:03:31.450Z,38.8301659,-122.8066635,1.74,0.56,nc73512805,2021-01-18T05:15:07.434Z,"7km W of Cobb, CA",earthquake,0.31,0.83,, CA
1050,2021-01-18T06:32:31.350Z,38.7623329,-122.7336655,0.97,0.92,nc73512825,2021-01-18T06:43:06.951Z,"3km SE of The Geysers, CA",earthquake,0.29,0.36,0.16, CA
1051,2021-01-18T06:37:15.300Z,33.2605,-116.2408333,5.53,0.74,ci39760384,2021-01-18T06:40:50.478Z,"12km E of Borrego Springs, CA",earthquake,0.35,0.76,0.139, CA
1052,2021-01-18T06:49:04.920Z,38.8338318,-122.8170013,1.32,0.35,nc73512830,2021-01-18T07:11:40.402Z,"8km NW of The Geysers, CA",earthquake,0.31,1.41,, CA
1057,2021-01-18T07:03:10.160Z,35.7401667,-117.5328333,7.69,0.65,ci39760400,2021-01-18T07:06:36.646Z,"12km WSW of Searles Valley, CA",earthquake,0.53,1.37,0.16899999999999998, CA
1059,2021-01-18T07:10:02.570Z,36.595665,-121.0653305,9.28,1.7,nc73512840,2021-01-18T07:20:06.149Z,"10km NE of Pinnacles, CA",earthquake,0.5,0.79,0.21, CA
1060,2021-01-18T07:14:04.990Z,34.5935,-118.8808333,-0.23,1.39,ci39760408,2021-01-18T07:17:56.729Z,"21km NNW of Piru, CA",earthquake,0.5,31.61,0.189, CA
